Deduped.author.names,Author.Keywords
Bongshin Lee,picks
Bongshin Lee,adaptive tree visualization
"Robertson, G.",Online fantasy sports
"Robertson, G.",tournament
"Robertson, G.",bracket
"Robertson, G.",picks
"Robertson, G.",adaptive tree visualization
"Heer, J.",Statistical data graphics
"Heer, J.",animation
"Heer, J.",transitions
"Heer, J.",information visualization
"Heer, J.",design
"Heer, J.",experiment
"Robertson, G.",Statistical data graphics
"Robertson, G.",animation
"Robertson, G.",transitions
"Robertson, G.",information visualization
"Robertson, G.",design
"Robertson, G.",experiment
"Blanch, R.",Information visualization
"Blanch, R.",multi-scale interaction
"Blanch, R.",structure-aware navigation
"Blanch, R.",zoomable treemaps
"Lecolinet, E.",Information visualization
"Lecolinet, E.",multi-scale interaction
"Lecolinet, E.",structure-aware navigation
"Lecolinet, E.",zoomable treemaps
"Pousman, Z.",Casual information visualization
"Pousman, Z.",ambient infovis
"Pousman, Z.",social infovis
"Pousman, Z.",editorial
"Pousman, Z.",design
"Pousman, Z.",evaluation
"Stasko, J.",Casual information visualization
"Stasko, J.",ambient infovis
"Stasko, J.",social infovis
"Stasko, J.",editorial
"Stasko, J.",design
"Stasko, J.",evaluation
"Mateas, M.",Casual information visualization
"Mateas, M.",ambient infovis
"Mateas, M.",social infovis
"Mateas, M.",editorial
"Mateas, M.",design
"Mateas, M.",evaluation
"Graham, M.",Multiple trees
"Graham, M.",Directed Acyclic Graph
"Kennedy, J.",Multiple trees
"Kennedy, J.",Directed Acyclic Graph
"Dykes, J.",Geographical weighting
"Dykes, J.",exploratory data analysis
"Dykes, J.",scale
"Dykes, J.",multivariate
"Dykes, J.",directional
"Dykes, J.",interaction
"Dykes, J.",coordinated views
"Brunsdon, C.",Geographical weighting
"Brunsdon, C.",exploratory data analysis
"Brunsdon, C.",scale
"Brunsdon, C.",multivariate
"Brunsdon, C.",directional
"Brunsdon, C.",interaction
"Brunsdon, C.",coordinated views
"Fisher, D.",Geographical visualization
"Fisher, D.",GIS
"Fisher, D.",heatmap
"Fisher, D.",server log analysis
"Fisher, D.",online mapping systems
"Fisher, D.",social navigation
"Isenberg, P.",Information visualization
"Isenberg, P.",collaboration
"Isenberg, P.",co-located work
"Isenberg, P.",hierarchical data comparison
"Carpendale, S.",Information visualization
"Carpendale, S.",collaboration
"Carpendale, S.",co-located work
"Carpendale, S.",hierarchical data comparison
"Wood, J.",Large dataset visualization
"Wood, J.",text and document visualization
"Wood, J.",multiresolution visualization
"Wood, J.",geographic visualization
"Wood, J.",applications of infovis
"Dykes, J.",Large dataset visualization
"Dykes, J.",text and document visualization
"Dykes, J.",multiresolution visualization
"Dykes, J.",geographic visualization
"Dykes, J.",applications of infovis
"Slingsby, A.",Large dataset visualization
"Slingsby, A.",text and document visualization
"Slingsby, A.",multiresolution visualization
"Slingsby, A.",geographic visualization
"Slingsby, A.",applications of infovis
"Clarke, K.",Large dataset visualization
"Clarke, K.",text and document visualization
"Clarke, K.",multiresolution visualization
"Clarke, K.",geographic visualization
"Clarke, K.",applications of infovis
"Chang, R.",Urban models
"Chang, R.",information visualization
"Chang, R.",multi-resolution
"Wessel, G.",Urban models
"Wessel, G.",information visualization
"Wessel, G.",multi-resolution
"Kosara, R.",Urban models
"Kosara, R.",information visualization
"Kosara, R.",multi-resolution
"Sauda, E.",Urban models
"Sauda, E.",information visualization
"Sauda, E.",multi-resolution
"Ribarsky, W.",Urban models
"Ribarsky, W.",information visualization
"Ribarsky, W.",multi-resolution
"Viegas, F.B.",Visualization
"Viegas, F.B.",World Wide Web
"Viegas, F.B.",Social Software
"Viegas, F.B.",Social Data Analysis
"Viegas, F.B.",Communication-Minded Visualization
"Wattenberg, M.",Visualization
"Wattenberg, M.",World Wide Web
"Wattenberg, M.",Social Software
"Wattenberg, M.",Social Data Analysis
"Wattenberg, M.",Communication-Minded Visualization
"van Ham, F.",Visualization
"van Ham, F.",World Wide Web
"van Ham, F.",Social Software
"van Ham, F.",Social Data Analysis
"van Ham, F.",Communication-Minded Visualization
"Kriss, J.",Visualization
"Kriss, J.",World Wide Web
"Kriss, J.",Social Software
"Kriss, J.",Social Data Analysis
"Kriss, J.",Communication-Minded Visualization
"McKeon, M.",Visualization
"McKeon, M.",World Wide Web
"McKeon, M.",Social Software
"McKeon, M.",Social Data Analysis
"McKeon, M.",Communication-Minded Visualization
"Frishman, Y.",Graph layout
"Frishman, Y.",GPU
"Frishman, Y.",graph partitioning
"Tal, A.",Graph layout
"Tal, A.",GPU
"Tal, A.",graph partitioning
"Henry, N.",Network visualization
"Henry, N.",Matrix visualization
"Henry, N.",Hybrid visualization
"Henry, N.",Aggregation
"Henry, N.",Interaction
"Fekete, J.",Network visualization
"Fekete, J.",Matrix visualization
"Fekete, J.",Hybrid visualization
"Fekete, J.",Aggregation
"Fekete, J.",Interaction
"McGuffin, M.J.",Network visualization
"McGuffin, M.J.",Matrix visualization
"McGuffin, M.J.",Hybrid visualization
"McGuffin, M.J.",Aggregation
"McGuffin, M.J.",Interaction
"Lam, H.",Multiple resolutions
"Lam, H.",overview use
"Lam, H.",user study
"Munzner, T.",Multiple resolutions
"Munzner, T.",overview use
"Munzner, T.",user study
"Kincaid, R.",Multiple resolutions
"Kincaid, R.",overview use
"Kincaid, R.",user study
"Willett, W.",Information visualization
"Willett, W.",user interface toolkits
"Willett, W.",information foraging
"Willett, W.",social navigation
"Willett, W.",social data analysis
"Heer, J.",Information visualization
"Heer, J.",user interface toolkits
"Heer, J.",information foraging
"Heer, J.",social navigation
"Heer, J.",social data analysis
"Agrawala, M.",Information visualization
"Agrawala, M.",user interface toolkits
"Agrawala, M.",information foraging
"Agrawala, M.",social navigation
"Agrawala, M.",social data analysis
Yi Mao,Document visualization
Yi Mao,multi-resolution analysis
Yi Mao,local fitting
"Dillon, J.V.",Document visualization
"Dillon, J.V.",multi-resolution analysis
"Dillon, J.V.",local fitting
"Lebanon, G.",Document visualization
"Lebanon, G.",multi-resolution analysis
"Lebanon, G.",local fitting
"Mackinlay, J.",Automatic presentation
"Mackinlay, J.",visual analysis
"Mackinlay, J.",graphic design
"Mackinlay, J.",best practices
"Mackinlay, J.",data visualization
"Mackinlay, J.",small multiples
"Hanrahan, P.",Automatic presentation
"Hanrahan, P.",visual analysis
"Hanrahan, P.",graphic design
"Hanrahan, P.",best practices
"Hanrahan, P.",data visualization
"Hanrahan, P.",small multiples
"Stolte, C.",Automatic presentation
"Stolte, C.",visual analysis
"Stolte, C.",graphic design
"Stolte, C.",best practices
"Stolte, C.",data visualization
"Stolte, C.",small multiples
"Tory, M.",Spatialization
"Tory, M.",Information Landscape
"Tory, M.",User Study
"Tory, M.",Numerosity
"Tory, M.",3D
"Tory, M.",2D
"Tory, M.",Colour
"Tory, M.",Greyscale
"Tory, M.",Surface
"Tory, M.",Points
"Sprague, D.W.",Spatialization
"Sprague, D.W.",Information Landscape
"Sprague, D.W.",User Study
"Sprague, D.W.",Numerosity
"Sprague, D.W.",3D
"Sprague, D.W.",2D
"Sprague, D.W.",Colour
"Sprague, D.W.",Greyscale
"Sprague, D.W.",Surface
"Sprague, D.W.",Points
Fuqu Wu,Spatialization
Fuqu Wu,Information Landscape
Fuqu Wu,User Study
Fuqu Wu,Numerosity
Fuqu Wu,3D
Fuqu Wu,2D
Fuqu Wu,Colour
Fuqu Wu,Greyscale
Fuqu Wu,Surface
Fuqu Wu,Points
Wing Yan So,Spatialization
Wing Yan So,Information Landscape
Wing Yan So,User Study
Wing Yan So,Numerosity
Wing Yan So,3D
Wing Yan So,2D
Wing Yan So,Colour
Wing Yan So,Greyscale
Wing Yan So,Surface
Wing Yan So,Points
"Munzner, T.",Spatialization
"Munzner, T.",Information Landscape
"Munzner, T.",User Study
"Munzner, T.",Numerosity
"Munzner, T.",3D
"Munzner, T.",2D
"Munzner, T.",Colour
"Munzner, T.",Greyscale
"Munzner, T.",Surface
"Munzner, T.",Points
Ji Soo Yi,Information visualization
Ji Soo Yi,interaction
Ji Soo Yi,interaction techniques
Ji Soo Yi,taxonomy
Ji Soo Yi,visual analytics
Youn-ah Kang,Information visualization
Youn-ah Kang,interaction
Youn-ah Kang,interaction techniques
Youn-ah Kang,taxonomy
Youn-ah Kang,visual analytics
"Stasko, J.",Information visualization
"Stasko, J.",interaction
"Stasko, J.",interaction techniques
"Stasko, J.",taxonomy
"Stasko, J.",visual analytics
"Jacko, J.A.",Information visualization
"Jacko, J.A.",interaction
"Jacko, J.A.",interaction techniques
"Jacko, J.A.",taxonomy
"Jacko, J.A.",visual analytics
"Collins, C.",Graph visualization
"Collins, C.",node-link diagrams
"Collins, C.",structural comparison
"Collins, C.",hierarchies
"Collins, C.",3D visualization
"Collins, C.",edge aggregation
"Carpendale, S.",Graph visualization
"Carpendale, S.",node-link diagrams
"Carpendale, S.",structural comparison
"Carpendale, S.",hierarchies
"Carpendale, S.",3D visualization
"Carpendale, S.",edge aggregation
"Mansmann, F.",Information visualization
"Mansmann, F.",network security
"Mansmann, F.",network monitoring
"Mansmann, F.",treemap
"Keim, D.A.",Information visualization
"Keim, D.A.",network security
"Keim, D.A.",network monitoring
"Keim, D.A.",treemap
"North, S.C.",Information visualization
"North, S.C.",network security
"North, S.C.",network monitoring
"North, S.C.",treemap
"Rexroad, B.",Information visualization
"Rexroad, B.",network security
"Rexroad, B.",network monitoring
"Rexroad, B.",treemap
"Sheleheda, D.",Information visualization
"Sheleheda, D.",network security
"Sheleheda, D.",network monitoring
"Sheleheda, D.",treemap
"Cammarano, M.",Data integration
"Cammarano, M.",RDF
"Cammarano, M.",attribute inference
Xin Dong,Data integration
Xin Dong,RDF
Xin Dong,attribute inference
Bryan Chan,Data integration
Bryan Chan,RDF
Bryan Chan,attribute inference
"Klingner, J.",Data integration
"Klingner, J.",RDF
"Klingner, J.",attribute inference
"Talbot, J.",Data integration
"Talbot, J.",RDF
"Talbot, J.",attribute inference
"Halevy, A.",Data integration
"Halevy, A.",RDF
"Halevy, A.",attribute inference
"Hanrahan, P.",Data integration
"Hanrahan, P.",RDF
"Hanrahan, P.",attribute inference
"Kadaba, N.R.",Causality
"Kadaba, N.R.",visualization
"Kadaba, N.R.",semantics
"Kadaba, N.R.",animated graphs
"Kadaba, N.R.",perception
"Kadaba, N.R.",visualizing cause and effect
"Kadaba, N.R.",graph semantics
"Irani, P.",Causality
"Irani, P.",visualization
"Irani, P.",semantics
"Irani, P.",animated graphs
"Irani, P.",perception
"Irani, P.",visualizing cause and effect
"Irani, P.",graph semantics
"Leboe, J.",Causality
"Leboe, J.",visualization
"Leboe, J.",semantics
"Leboe, J.",animated graphs
"Leboe, J.",perception
"Leboe, J.",visualizing cause and effect
"Leboe, J.",graph semantics
Ying Tu,Treemap
Ying Tu,tree comparison
Ying Tu,visualize changes
Ying Tu,treemap layout algorithm
Han-Wei Shen,Treemap
Han-Wei Shen,tree comparison
Han-Wei Shen,visualize changes
Han-Wei Shen,treemap layout algorithm
"Ivanov, Y.A.",Sensor networks
"Ivanov, Y.A.",user interfaces
"Ivanov, Y.A.",surveillance
"Ivanov, Y.A.",timeline
"Ivanov, Y.A.",spatio-temporal visualization
"Wren, C.R.",Sensor networks
"Wren, C.R.",user interfaces
"Wren, C.R.",surveillance
"Wren, C.R.",timeline
"Wren, C.R.",spatio-temporal visualization
"Sorokin, A.",Sensor networks
"Sorokin, A.",user interfaces
"Sorokin, A.",surveillance
"Sorokin, A.",timeline
"Sorokin, A.",spatio-temporal visualization
"Kaur, I.",Sensor networks
"Kaur, I.",user interfaces
"Kaur, I.",surveillance
"Kaur, I.",timeline
"Kaur, I.",spatio-temporal visualization
"Hagh-Shenas, H.",Color
"Hagh-Shenas, H.",perception
"Hagh-Shenas, H.",visualization
"Hagh-Shenas, H.",color weaving
"Hagh-Shenas, H.",color blending
Sunghee Kim,Color
Sunghee Kim,perception
Sunghee Kim,visualization
Sunghee Kim,color weaving
Sunghee Kim,color blending
"Interrante, V.",Color
"Interrante, V.",perception
"Interrante, V.",visualization
"Interrante, V.",color weaving
"Interrante, V.",color blending
"Healey, C.",Color
"Healey, C.",perception
"Healey, C.",visualization
"Healey, C.",color weaving
"Healey, C.",color blending
"Janoos, F.",wavelets
"Janoos, F.",HOSVD
"Janoos, F.",surveillance
"Janoos, F.",anomaly detection
"Janoos, F.",trajectory
"Singh, S.",wavelets
"Singh, S.",HOSVD
"Singh, S.",surveillance
"Singh, S.",anomaly detection
"Singh, S.",trajectory
"Irfanoglu, O.",wavelets
"Irfanoglu, O.",HOSVD
"Irfanoglu, O.",surveillance
"Irfanoglu, O.",anomaly detection
"Irfanoglu, O.",trajectory
"Machiraju, R.",wavelets
"Machiraju, R.",HOSVD
"Machiraju, R.",surveillance
"Machiraju, R.",anomaly detection
"Machiraju, R.",trajectory
"Parent, R.",wavelets
"Parent, R.",HOSVD
"Parent, R.",surveillance
"Parent, R.",anomaly detection
"Parent, R.",trajectory
Di Yang,Visual Analytics
Di Yang,Visual Knowledge Discovery
Di Yang,Discovery Management
Di Yang,Analysis Guided Exploration
"Rundensteiner, E.A.",Visual Analytics
"Rundensteiner, E.A.",Visual Knowledge Discovery
"Rundensteiner, E.A.",Discovery Management
"Rundensteiner, E.A.",Analysis Guided Exploration
"Ward, M.O.",Visual Analytics
"Ward, M.O.",Visual Knowledge Discovery
"Ward, M.O.",Discovery Management
"Ward, M.O.",Analysis Guided Exploration
Hangzai Luo,Semantic Video Classification
Hangzai Luo,Knowledge Discovery
Hangzai Luo,Knowledge Visualization
Jianping Fan,Semantic Video Classification
Jianping Fan,Knowledge Discovery
Jianping Fan,Knowledge Visualization
Jing Yang,Semantic Video Classification
Jing Yang,Knowledge Discovery
Jing Yang,Knowledge Visualization
"Ribarsky, W.",Semantic Video Classification
"Ribarsky, W.",Knowledge Discovery
"Ribarsky, W.",Knowledge Visualization
"Satoh, S.",Semantic Video Classification
"Satoh, S.",Knowledge Discovery
"Satoh, S.",Knowledge Visualization
"Tesone, D.R.",Data management
"Tesone, D.R.",visual analytics
"Tesone, D.R.",data retrieval
"Tesone, D.R.",information visualization
"Tesone, D.R.",smart aggregation
"Tesone, D.R.",situational awareness
"Goodall, J.R.",Data management
"Goodall, J.R.",visual analytics
"Goodall, J.R.",data retrieval
"Goodall, J.R.",information visualization
"Goodall, J.R.",smart aggregation
"Goodall, J.R.",situational awareness
Eun Ju Nam,Visual Analytics
Eun Ju Nam,High-Dimensional Data
Eun Ju Nam,Visual Data Mining
Eun Ju Nam,Visualization in Earth/Space/ and Environmental Sciences
"Han, Y.",Visual Analytics
"Han, Y.",High-Dimensional Data
"Han, Y.",Visual Data Mining
"Han, Y.",Visualization in Earth/Space/ and Environmental Sciences
"Mueller, K.",Visual Analytics
"Mueller, K.",High-Dimensional Data
"Mueller, K.",Visual Data Mining
"Mueller, K.",Visualization in Earth/Space/ and Environmental Sciences
"Zelenyuk, A.",Visual Analytics
"Zelenyuk, A.",High-Dimensional Data
"Zelenyuk, A.",Visual Data Mining
"Zelenyuk, A.",Visualization in Earth/Space/ and Environmental Sciences
"Imre, D.",Visual Analytics
"Imre, D.",High-Dimensional Data
"Imre, D.",Visual Data Mining
"Imre, D.",Visualization in Earth/Space/ and Environmental Sciences
"Elmqvist, N.",Multivariate data
"Elmqvist, N.",visual analytics
"Elmqvist, N.",parallel coordinates
"Elmqvist, N.",dynamic queries
"Elmqvist, N.",iterative analysis
"Elmqvist, N.",starplot
"Elmqvist, N.",small multiples
"Stasko, J.",Multivariate data
"Stasko, J.",visual analytics
"Stasko, J.",parallel coordinates
"Stasko, J.",dynamic queries
"Stasko, J.",iterative analysis
"Stasko, J.",starplot
"Stasko, J.",small multiples
"Tsigas, P.",Multivariate data
"Tsigas, P.",visual analytics
"Tsigas, P.",parallel coordinates
"Tsigas, P.",dynamic queries
"Tsigas, P.",iterative analysis
"Tsigas, P.",starplot
"Tsigas, P.",small multiples
"Heer, J.",visualization
"Heer, J.",analysis
"Heer, J.",collaboration
"Heer, J.",design
"Heer, J.",computer-supported cooperative work
"Agrawala, M.",visualization
"Agrawala, M.",analysis
"Agrawala, M.",collaboration
"Agrawala, M.",design
"Agrawala, M.",computer-supported cooperative work
Chi-Chun Pan,visual analytics
Chi-Chun Pan,geo-temporal visualization
Chi-Chun Pan,text processing
Chi-Chun Pan,knowledge discovery
Chi-Chun Pan,geospatial analytics
"Mitra, P.",visual analytics
"Mitra, P.",geo-temporal visualization
"Mitra, P.",text processing
"Mitra, P.",knowledge discovery
"Mitra, P.",geospatial analytics
"Shaw, C.",Bioinformatics
"Shaw, C.",Visual Analytics
"Dasch, G.A.",Bioinformatics
"Dasch, G.A.",Visual Analytics
"Eremeeva, M.E.",Bioinformatics
"Eremeeva, M.E.",Visual Analytics
"Hao, M.C.",Visual Analytics Query
"Hao, M.C.",Similarity Queries
"Hao, M.C.",Interactive Queries
"Dayal, U.",Visual Analytics Query
"Dayal, U.",Similarity Queries
"Dayal, U.",Interactive Queries
"Keim, D.A.",Visual Analytics Query
"Keim, D.A.",Similarity Queries
"Keim, D.A.",Interactive Queries
"Morent, D.",Visual Analytics Query
"Morent, D.",Similarity Queries
"Morent, D.",Interactive Queries
"Schneidewind, J.",Visual Analytics Query
"Schneidewind, J.",Similarity Queries
"Schneidewind, J.",Interactive Queries
"Stasko, J.",Visual analytics
"Stasko, J.",investigative analysis
"Stasko, J.",intelligence analysis
"Stasko, J.",information visualization
"Stasko, J.",multiple views
"Gorg, C.",Visual analytics
"Gorg, C.",investigative analysis
"Gorg, C.",intelligence analysis
"Gorg, C.",information visualization
"Gorg, C.",multiple views
Zhicheng Liu,Visual analytics
Zhicheng Liu,investigative analysis
Zhicheng Liu,intelligence analysis
Zhicheng Liu,information visualization
Zhicheng Liu,multiple views
"Singhal, K.",Visual analytics
"Singhal, K.",investigative analysis
"Singhal, K.",intelligence analysis
"Singhal, K.",information visualization
"Singhal, K.",multiple views
"Maciejewski, R.",Visual analytics
